itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-03998,construction,Authority Approvals - MOEI,MOEI - Major Project Transport - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for major project transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07868,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07869,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07870,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07871,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07872,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07873,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07874,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07875,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07876,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07877,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07878,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07879,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07880,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07881,construction,Authority Approvals - e& UAE,e& UAE - Standard Internal Telecom Approval - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for standard internal telecom approval requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
