itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-07995,construction,Authority Inspections and Witness Tests,Abu Dhabi Municipality / DMT - Reinspection - Fiber Test Witness,"Arrange, prepare for and attend reinspection fiber test witness with Abu Dhabi Municipality / DMT, including booking, prerecords, calibrated instruments, test team, corrective actions and signed results. | Code Ref: 01 45 00 | Spec: Inspection/Test Type: ___ | Location/System: ___ | Booking Reference: ___ | Date: ___ | Witness Officer: ___ | Calibrated Instruments: ___ | Acceptance Criteria: ___ | Result: ___ | Reinspection Required: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Authority attendance and acceptance criteria must be confirmed before testing.",,test,,,,,,,
UAEREG-10560,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Resubmission,"Prepare, coordinate and manage resubmission for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10561,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Technical Review,"Prepare, coordinate and manage technical review for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10562,construction,General Permits and NOCs,Expedited Community Management NOC - Authority Witness Test,"Prepare, coordinate and manage authority witness test for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10563,construction,General Permits and NOCs,Expedited Community Management NOC - Comment Response,"Prepare, coordinate and manage comment response for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10564,construction,General Permits and NOCs,Expedited Community Management NOC - Document Preparation,"Prepare, coordinate and manage document preparation for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10565,construction,General Permits and NOCs,Expedited Community Management NOC - Initial Submission,"Prepare, coordinate and manage initial submission for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10566,construction,General Permits and NOCs,Expedited Community Management NOC - Inspection Request,"Prepare, coordinate and manage inspection request for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10567,construction,General Permits and NOCs,Expedited Community Management NOC - NOC Application,"Prepare, coordinate and manage noc application for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10568,construction,General Permits and NOCs,Expedited Community Management NOC - Permit Application,"Prepare, coordinate and manage permit application for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10569,construction,General Permits and NOCs,Expedited Community Management NOC - Pre-Application Consultation,"Prepare, coordinate and manage pre-application consultation for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10570,construction,General Permits and NOCs,Expedited Community Management NOC - Resubmission,"Prepare, coordinate and manage resubmission for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10571,construction,General Permits and NOCs,Expedited Community Management NOC - Technical Review,"Prepare, coordinate and manage technical review for expedited community management noc, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10572,construction,General Permits and NOCs,Expedited Completion Certificate - Authority Witness Test,"Prepare, coordinate and manage authority witness test for expedited completion certificate, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10573,construction,General Permits and NOCs,Expedited Completion Certificate - Comment Response,"Prepare, coordinate and manage comment response for expedited completion certificate, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10574,construction,General Permits and NOCs,Expedited Completion Certificate - Document Preparation,"Prepare, coordinate and manage document preparation for expedited completion certificate, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10575,construction,General Permits and NOCs,Expedited Completion Certificate - Initial Submission,"Prepare, coordinate and manage initial submission for expedited completion certificate, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10576,construction,General Permits and NOCs,Expedited Completion Certificate - Inspection Request,"Prepare, coordinate and manage inspection request for expedited completion certificate, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10577,construction,General Permits and NOCs,Expedited Completion Certificate - NOC Application,"Prepare, coordinate and manage noc application for expedited completion certificate, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10578,construction,General Permits and NOCs,Expedited Completion Certificate - Permit Application,"Prepare, coordinate and manage permit application for expedited completion certificate, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
