itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-06514,plumbing,Piping Systems,Non-Potable Water - PPR - Pipe Sleeve - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR pipe sleeve for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-09343,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Straight Pipe - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste straight pipe for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,LM,,,,,,,
PLUMB-09344,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Straight Pipe - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste straight pipe for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,LM,,,,,,,
PLUMB-09345,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Union - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste union for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09346,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Union - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste union for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09347,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Union - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste union for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09348,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Union - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste union for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09349,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Wall Flange - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste wall flange for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09350,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Wall Flange - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste wall flange for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09351,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Wall Flange - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste wall flange for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09352,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Wall Flange - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste wall flange for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09353,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Wall Flange - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste wall flange for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09354,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 45 Degree Elbow - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 45 degree elbow for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09355,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 45 Degree Elbow - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 45 degree elbow for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09356,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 45 Degree Elbow - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 45 degree elbow for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09357,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 45 Degree Elbow - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 45 degree elbow for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09358,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 45 Degree Elbow - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 45 degree elbow for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09359,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 90 Degree Elbow - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 90 degree elbow for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09360,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 90 Degree Elbow - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 90 degree elbow for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09361,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 90 Degree Elbow - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 90 degree elbow for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09362,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 90 Degree Elbow - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 90 degree elbow for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09363,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - 90 Degree Elbow - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron 90 degree elbow for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09364,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Access Fitting - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron access fitting for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09365,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Access Fitting - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron access fitting for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09366,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Access Fitting - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron access fitting for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09367,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Access Fitting - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron access fitting for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09368,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Cleanout Fitting - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron cleanout fitting for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09369,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Cleanout Fitting - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron cleanout fitting for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09370,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Cleanout Fitting - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron cleanout fitting for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09371,plumbing,Piping Systems,Sewage Rising Main - Ductile Iron - Cleanout Fitting - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Ductile Iron cleanout fitting for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
