itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-10992,plumbing,Plumbing Fixtures,Accessible Bathtub - Accessible/PRM,"Subcategory: Baths | Supply, install, connect, seal, test and commission accessible/prm accessible bathtub, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11282,plumbing,Plumbing Fixtures,Floor-Mounted Back-to-Wall WC - Accessible/PRM,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission accessible/prm floor-mounted back-to-wall wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11283,plumbing,Plumbing Fixtures,Floor-Mounted Back-to-Wall WC - Commercial Heavy Duty,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission commercial heavy duty floor-mounted back-to-wall wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11284,plumbing,Plumbing Fixtures,Floor-Mounted Back-to-Wall WC - Low-Flow/Water Efficient,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission low-flow/water efficient floor-mounted back-to-wall wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11285,plumbing,Plumbing Fixtures,Floor-Mounted Back-to-Wall WC - Sensor Operated,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission sensor operated floor-mounted back-to-wall wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11286,plumbing,Plumbing Fixtures,Floor-Mounted Back-to-Wall WC - Standard Grade,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission standard grade floor-mounted back-to-wall wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11287,plumbing,Plumbing Fixtures,Floor-Mounted Close-Coupled WC - Accessible/PRM,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission accessible/prm floor-mounted close-coupled wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11288,plumbing,Plumbing Fixtures,Floor-Mounted Close-Coupled WC - Commercial Heavy Duty,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission commercial heavy duty floor-mounted close-coupled wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11289,plumbing,Plumbing Fixtures,Floor-Mounted Close-Coupled WC - Low-Flow/Water Efficient,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission low-flow/water efficient floor-mounted close-coupled wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11290,plumbing,Plumbing Fixtures,Floor-Mounted Close-Coupled WC - Sensor Operated,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission sensor operated floor-mounted close-coupled wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11291,plumbing,Plumbing Fixtures,Floor-Mounted Close-Coupled WC - Standard Grade,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission standard grade floor-mounted close-coupled wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11292,plumbing,Plumbing Fixtures,Prison/Security WC - Accessible/PRM,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission accessible/prm prison/security wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11293,plumbing,Plumbing Fixtures,Prison/Security WC - Commercial Heavy Duty,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission commercial heavy duty prison/security wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11294,plumbing,Plumbing Fixtures,Prison/Security WC - Low-Flow/Water Efficient,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission low-flow/water efficient prison/security wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11295,plumbing,Plumbing Fixtures,Prison/Security WC - Sensor Operated,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission sensor operated prison/security wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11296,plumbing,Plumbing Fixtures,Prison/Security WC - Standard Grade,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission standard grade prison/security wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11297,plumbing,Plumbing Fixtures,Squatting Pan - Accessible/PRM,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission accessible/prm squatting pan, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11298,plumbing,Plumbing Fixtures,Squatting Pan - Commercial Heavy Duty,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission commercial heavy duty squatting pan, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11299,plumbing,Plumbing Fixtures,Squatting Pan - Low-Flow/Water Efficient,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission low-flow/water efficient squatting pan, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11300,plumbing,Plumbing Fixtures,Squatting Pan - Sensor Operated,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission sensor operated squatting pan, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11301,plumbing,Plumbing Fixtures,Squatting Pan - Standard Grade,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission standard grade squatting pan, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11302,plumbing,Plumbing Fixtures,Vacuum Toilet - Accessible/PRM,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission accessible/prm vacuum toilet, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11303,plumbing,Plumbing Fixtures,Vacuum Toilet - Commercial Heavy Duty,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission commercial heavy duty vacuum toilet, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11304,plumbing,Plumbing Fixtures,Vacuum Toilet - Low-Flow/Water Efficient,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission low-flow/water efficient vacuum toilet, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11305,plumbing,Plumbing Fixtures,Vacuum Toilet - Sensor Operated,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission sensor operated vacuum toilet, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11306,plumbing,Plumbing Fixtures,Vacuum Toilet - Standard Grade,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission standard grade vacuum toilet, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11307,plumbing,Plumbing Fixtures,Wall-Hung WC - Accessible/PRM,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission accessible/prm wall-hung wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11308,plumbing,Plumbing Fixtures,Wall-Hung WC - Commercial Heavy Duty,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission commercial heavy duty wall-hung wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11309,plumbing,Plumbing Fixtures,Wall-Hung WC - Low-Flow/Water Efficient,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission low-flow/water efficient wall-hung wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11310,plumbing,Plumbing Fixtures,Wall-Hung WC - Sensor Operated,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission sensor operated wall-hung wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11311,plumbing,Plumbing Fixtures,Wall-Hung WC - Standard Grade,"Subcategory: Water Closets | Supply, install, connect, seal, test and commission standard grade wall-hung wc, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
