itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-09514,plumbing,Piping Systems,Sewage Rising Main - HDPE PE100 - Mechanical Joint - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-10552,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Eccentric Reducer - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10553,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Eccentric Reducer - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10554,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Eccentric Reducer - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10555,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Eccentric Reducer - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10556,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - End Cap - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10557,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - End Cap - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10558,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - End Cap - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10559,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - End Cap - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10560,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - End Cap - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10561,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Equal Tee - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10562,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Equal Tee - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10563,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Equal Tee - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10564,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Equal Tee - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10565,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Equal Tee - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10566,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Expansion Joint - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L expansion joint for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10567,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Expansion Joint - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L expansion joint for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10568,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Expansion Joint - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L expansion joint for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10569,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Expansion Joint - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L expansion joint for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10570,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Expansion Joint - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L expansion joint for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10571,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Flange Adaptor - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L flange adaptor for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10572,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Flange Adaptor - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L flange adaptor for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10573,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Flange Adaptor - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L flange adaptor for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10574,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Flange Adaptor - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L flange adaptor for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10575,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Flange Adaptor - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L flange adaptor for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10576,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Flexible Connector - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L flexible connector for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10577,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Flexible Connector - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L flexible connector for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
