itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-11396,plumbing,Valves and Piping Specialties,Domestic Cold Water - Air Release Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission air release valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12910,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Reduced Pressure Zone Backflow Preventer - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission reduced pressure zone backflow preventer for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12911,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Reduced Pressure Zone Backflow Preventer - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission reduced pressure zone backflow preventer for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12912,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Reduced Pressure Zone Backflow Preventer - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission reduced pressure zone backflow preventer for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12913,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Reduced Pressure Zone Backflow Preventer - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission reduced pressure zone backflow preventer for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12914,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Safety Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission safety valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12915,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Safety Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission safety valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12916,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Safety Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission safety valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12917,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Safety Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission safety valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12918,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Safety Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission safety valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12919,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Sampling Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission sampling valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12920,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Sampling Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission sampling valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12921,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Sampling Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission sampling valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12922,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Sampling Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission sampling valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12923,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Silent Check Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission silent check valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12924,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Silent Check Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission silent check valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12925,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Silent Check Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission silent check valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12926,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Silent Check Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission silent check valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12927,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Silent Check Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission silent check valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12928,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Solenoid Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission solenoid valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12929,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Solenoid Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission solenoid valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12930,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Solenoid Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission solenoid valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12931,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Solenoid Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission solenoid valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
