itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-00514,plumbing,Piping Systems,Compressed Air - Aluminum Modular Air Pipe - 45 Degree Elbow - 15-25 mm,"Subcategory: Compressed Air | Supply, install, joint, support, identify, test and commission Aluminum Modular Air Pipe 45 degree elbow for compressed air, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 61 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Working Pressure: ___ | Air Quality Class: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02764,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Eccentric Reducer - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02765,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Eccentric Reducer - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02766,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Eccentric Reducer - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02767,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Eccentric Reducer - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02768,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Eccentric Reducer - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02769,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - End Cap - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02770,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - End Cap - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02771,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - End Cap - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02772,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - End Cap - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02773,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - End Cap - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02774,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Equal Tee - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02775,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Equal Tee - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02776,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Equal Tee - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02777,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Equal Tee - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02778,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Equal Tee - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02779,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Expansion Joint - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02780,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Expansion Joint - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02781,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Expansion Joint - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02782,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Expansion Joint - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02783,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Expansion Joint - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02784,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Flange Adaptor - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02785,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Flange Adaptor - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02786,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Flange Adaptor - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02787,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Flange Adaptor - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02788,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Flange Adaptor - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02789,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Flexible Connector - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
